Payment No,Type,Date,Name ID,Name,Method,Check/Ref No,Currency,Amount,Exchange Rate,Amount (USD),Applied To,Applied Amount,Unapplied
PMT-31910,Receipt,05/18/2026,C-0012,Olallie Market,CHECK,1421,USD,"19,943.44",1.0000,"19,943.44",INV-10556,"19,943.44",0.00
PMT-31911,Receipt,05/18/2026,C-0088,Palouse Provisions,CHECK,8766,USD,"11,234.33",1.0000,"11,234.33",INV-10547,"11,234.33",0.00
PMT-31912,Receipt,05/18/2026,C-0096,Pioneer Square Provisions,ACH,189793391757043,USD,"17,506.13",1.0000,"17,506.13",INV-10569,"17,506.13",0.00
PMT-31913,Receipt,05/18/2026,C-0112,Loam Bakery,CHECK,2352,USD,"1,657.67",1.0000,"1,657.67",INV-10582,"1,657.67",0.00
PMT-31914,Receipt,05/18/2026,C-0207,Wildwood Tavern,CHECK,8426,USD,"3,237.59",1.0000,"3,237.59",INV-10564,"3,237.59",0.00
PMT-31915,Receipt,05/18/2026,C-0216,Arbor Kitchen,CHECK,5379,USD,"1,057.26",1.0000,"1,057.26",INV-10578,"1,057.26",0.00
PMT-31916,Receipt,05/18/2026,C-0218,Undertow Bakery,ACH,617254279622466,USD,923.62,1.0000,923.62,INV-10631,923.62,0.00
PMT-31917,Receipt,05/18/2026,C-0306,Tillamook Road Grocery,CHECK,4844,USD,"22,696.96",1.0000,"22,696.96",INV-10551,"22,696.96",0.00
PMT-31918,Receipt,05/18/2026,C-0308,Northstar Deli,ACH,934167234424410,USD,"1,720.91",1.0000,"1,720.91",INV-10576,"1,720.91",0.00
PMT-31919,Receipt,05/18/2026,C-0323,Waxwing Eatery,CHECK,8394,USD,"2,742.38",1.0000,"2,742.38",INV-10588,"2,742.38",0.00
PMT-31920,Receipt,05/18/2026,C-0330,Alder Street Market,ACH,026246066749194,USD,"21,678.85",1.0000,"21,678.85",INV-10526,"21,678.85",0.00
PMT-31921,Receipt,05/18/2026,C-0348,Foxglove Market,ACH,775155808058236,USD,"25,326.00",1.0000,"25,326.00",INV-10553,"25,326.00",0.00
PMT-31922,Receipt,05/18/2026,C-0400,Salmonberry Market,CHECK,2337,USD,"19,982.18",1.0000,"19,982.18",INV-10581,"19,982.18",0.00
PMT-31923,Receipt,05/18/2026,C-0406,Wharf Cantina,CHECK,480,USD,"2,306.03",1.0000,"2,306.03",INV-10598,"2,306.03",0.00
PMT-31924,Receipt,05/18/2026,C-0415,Kestrel Market Hall,ACH,605930566558902,USD,"24,760.75",1.0000,"24,760.75",INV-10549,"24,760.75",0.00
PMT-31925,Receipt,05/19/2026,C-0198,GREEN VALLEY COOP #2,CHECK,128,USD,"18,863.48",1.0000,"18,863.48",INV-10525,"18,863.48",0.00
PMT-31926,Receipt,05/19/2026,C-0272,Ramble Deli,CHECK,4654,USD,"2,393.66",1.0000,"2,393.66",INV-10627,"2,393.66",0.00
PMT-31927,Receipt,05/19/2026,C-0414,Belmont Natural Foods,ACH,667507367208533,USD,"23,124.59",1.0000,"23,124.59",INV-10519,"23,124.59",0.00
PMT-31928,Receipt,05/19/2026,C-0420,Nehalem Bay Grocers,CHECK,5668,USD,"16,365.04",1.0000,"16,365.04",INV-10555,"16,365.04",0.00
PMT-31929,Receipt,05/20/2026,C-0045,Bridgetown Pantry,CHECK,8922,USD,"27,823.40",1.0000,"27,823.40",INV-10502,"27,823.40",0.00
PMT-31930,Receipt,05/20/2026,C-0090,Zigzag Mountain Grocery,CHECK,3116,USD,"11,085.11",1.0000,"11,085.11",INV-10535,"11,085.11",0.00
PMT-31931,Receipt,05/20/2026,C-0120,Saltbox Kitchen,CHECK,3145,USD,"1,647.94",1.0000,"1,647.94",INV-10646,"1,647.94",0.00
PMT-31932,Receipt,05/20/2026,C-0163,Elk Rock Provisions,ACH,703363159495188,USD,"23,060.37",1.0000,"23,060.37",INV-10536,"23,060.37",0.00
PMT-31933,Receipt,05/20/2026,C-0193,Quinault Country Store,CHECK,8046,USD,"12,232.81",1.0000,"12,232.81",INV-10533,"12,232.81",0.00
PMT-31934,Receipt,05/20/2026,C-0331,Ironwood Grocery,ACH,386290327937424,USD,"20,370.14",1.0000,"20,370.14",INV-10520,"20,370.14",0.00
PMT-31935,Receipt,05/20/2026,C-0379,Filbert & Oak Market,ACH,983827173410058,USD,"13,443.71",1.0000,"13,443.71",INV-10518,"13,443.71",0.00
PMT-31936,Receipt,05/20/2026,C-0399,Larch Mountain Mercantile,CHECK,6162,USD,"15,429.41",1.0000,"15,429.41",INV-10540,"15,429.41",0.00
PMT-31937,Receipt,05/21/2026,C-0046,Yakima Orchard Market,ACH,103988259290839,USD,"18,462.25",1.0000,"18,462.25",INV-10568,"18,462.25",0.00
PMT-31938,Receipt,05/21/2026,C-0133,Sawtooth Natural Foods,ACH,562583159803739,USD,"21,418.70",1.0000,"21,418.70",INV-10543,"21,418.70",0.00
PMT-31939,Receipt,05/21/2026,C-0186,Hawthorne Fresh Market,ACH,712421410346950,USD,"19,367.27",1.0000,"19,367.27",INV-10524,"19,367.27",0.00
PMT-31940,Receipt,05/22/2026,C-0027,Cascade Harvest Grocers,CHECK,8438,USD,"28,190.20",1.0000,"28,190.20",INV-10586,"28,190.20",0.00
PMT-31941,Receipt,05/22/2026,C-0033,Treasure Valley Market,CHECK,656,USD,"27,765.59",1.0000,"27,765.59",INV-10541,"27,765.59",0.00
PMT-31942,Receipt,05/25/2026,C-0102,Indigo Deli,CHECK,4119,USD,"1,801.38",1.0000,"1,801.38",INV-10653,"1,801.38",0.00
PMT-31943,Receipt,05/25/2026,C-0105,Whidbey Harvest Co-op,ACH,966821233886718,USD,"27,397.71",1.0000,"27,397.71",INV-10566,"27,397.71",0.00
PMT-31944,Receipt,05/25/2026,C-0147,Vashon Island Market,ACH,572350841759697,USD,"13,833.21",1.0000,"13,833.21",INV-10539,"13,833.21",0.00
PMT-31945,Receipt,05/25/2026,C-0204,Foundry Bakery,CHECK,1105,USD,"2,686.43",1.0000,"2,686.43",INV-10632,"2,686.43",0.00
PMT-31946,Receipt,05/25/2026,C-0208,Ursa Noodle House,ACH,629080270756975,USD,"4,156.53",1.0000,"4,156.53",INV-10643,"4,156.53",0.00
PMT-31947,Receipt,05/25/2026,C-0233,Rose City Market Hall,ACH,759211856338074,USD,"20,075.79",1.0000,"20,075.79",INV-10534,"20,075.79",0.00
PMT-31948,Receipt,05/25/2026,C-0233,Rose City Market Hall,ACH,315278679813598,USD,"11,347.62",1.0000,"11,347.62",INV-10608,"11,347.62",0.00
PMT-31949,Receipt,05/25/2026,C-0301,Alpenkost GmbH,WIRE,FT7426361733,EUR,"7,327.85",1.1123,"8,150.77",INV-10138,"7,327.85",0.00
PMT-31950,Receipt,05/25/2026,C-0305,Bittern Bistro,CHECK,4017,USD,"3,721.38",1.0000,"3,721.38",INV-10621,"3,721.38",0.00
PMT-31951,Receipt,05/25/2026,C-0308,Northstar Deli,ACH,678164508864149,USD,"2,763.10",1.0000,"2,763.10",INV-10657,"2,763.10",0.00
PMT-31952,Receipt,05/26/2026,C-0045,Bridgetown Pantry,CHECK,9729,USD,"16,817.71",1.0000,"16,817.71",INV-10575,"16,817.71",0.00
PMT-31953,Receipt,05/26/2026,C-0088,Palouse Provisions,CHECK,8747,USD,"17,392.47",1.0000,"17,392.47",INV-10604,"17,392.47",0.00
PMT-31954,Receipt,05/26/2026,C-0136,Redtail Brasserie,CHECK,4950,USD,"1,382.00",1.0000,"1,382.00",INV-10661,"1,382.00",0.00
PMT-31955,Receipt,05/26/2026,C-0183,Madrona Food Co-op,ACH,472436832794037,USD,"19,930.89",1.0000,"19,930.89",INV-10552,"19,930.89",0.00
PMT-31956,Receipt,05/26/2026,C-0349,Dovetail Taproom,ACH,715740434758940,USD,"2,773.82",1.0000,"2,773.82",INV-10638,"2,773.82",0.00
PMT-31957,Receipt,05/26/2026,C-0427,Deschutes Food Hall,ACH,926830647693818,USD,"27,663.47",1.0000,"27,663.47",INV-10574,"27,663.47",0.00
PMT-31958,Receipt,05/27/2026,C-0143,Gorge Valley Co-op,ACH,883697504107861,USD,"16,168.35",1.0000,"16,168.35",INV-10544,"16,168.35",0.00
PMT-31959,Receipt,05/27/2026,C-0273,Coldwater Creek Market,CHECK,9857,USD,"11,531.93",1.0000,"11,531.93",INV-10554,"11,531.93",0.00
PMT-31960,Receipt,05/27/2026,C-0307,Sparrow Tavern,CHECK,567,USD,"4,153.48",1.0000,"4,153.48",INV-10676,"4,153.48",0.00
PMT-31961,Receipt,05/28/2026,C-0191,Riverstone Smokehouse,CHECK,5218,USD,"1,590.75",1.0000,"1,590.75",INV-10675,"1,590.75",0.00
PMT-31962,Receipt,05/28/2026,C-0362,Quince Noodle House,CHECK,604,USD,"4,108.83",1.0000,"4,108.83",INV-10644,"4,108.83",0.00
PMT-31963,Receipt,05/28/2026,C-0404,Cairn Cafe,CHECK,849,USD,"1,242.54",1.0000,"1,242.54",INV-10658,"1,242.54",0.00
PMT-31964,Receipt,05/29/2026,C-0064,Juniper Hill Foods,ACH,291192666959616,USD,"19,283.56",1.0000,"19,283.56",INV-10560,"19,283.56",0.00
PMT-31965,Receipt,05/29/2026,C-0200,Ember Lane Grocers,CHECK,3831,USD,"18,941.65",1.0000,"18,941.65",INV-10561,"18,941.65",0.00
PMT-31966,Receipt,05/29/2026,C-0261,Harbor Tavern,ACH,958320820857503,USD,"3,543.02",1.0000,"3,543.02",INV-10663,"3,543.02",0.00
PMT-31967,Receipt,05/29/2026,C-0331,Ironwood Grocery,ACH,354698451815157,USD,"22,890.38",1.0000,"22,890.38",INV-10591,"22,890.38",0.00
PMT-31968,Receipt,05/29/2026,C-0335,Mountain Grocers Inc.,CHECK,3408,USD,"15,171.11",1.0000,"15,171.11",INV-10548,"15,171.11",0.00
PMT-31969,Receipt,05/29/2026,C-0402,Verbena Supper Club,CHECK,3184,USD,"3,122.04",1.0000,"3,122.04",INV-10628,"3,122.04",0.00
PMT-31970,Receipt,06/01/2026,C-0046,Yakima Orchard Market,ACH,418972114517563,USD,"18,576.68",1.0000,"18,576.68",INV-10612,"18,576.68",0.00
PMT-31971,Receipt,06/01/2026,C-0064,Juniper Hill Foods,ACH,985097553190069,USD,"23,151.10",1.0000,"23,151.10",INV-10618,"23,151.10",0.00
PMT-31972,Receipt,06/01/2026,C-0069,Riverbend Natural Grocers,ACH,795014779159430,USD,"17,160.80",1.0000,"17,160.80",INV-10577,"17,160.80",0.00
PMT-31973,Receipt,06/01/2026,C-0100,Copperleaf Brasserie,ACH,648575505912756,USD,"2,419.30",1.0000,"2,419.30",INV-10711,"2,419.30",0.00
PMT-31974,Receipt,06/01/2026,C-0146,Jetty Tavern,ACH,102091101637788,USD,"3,912.16",1.0000,"3,912.16",INV-10647,"3,912.16",0.00
PMT-31975,Receipt,06/01/2026,C-0161,Bramble Noodle House,CHECK,9883,USD,"3,656.75",1.0000,"3,656.75",INV-10688,"3,656.75",0.00
PMT-31976,Receipt,06/01/2026,C-0163,Elk Rock Provisions,ACH,069468162774709,USD,"15,561.80",1.0000,"15,561.80",INV-10616,"15,561.80",0.00
PMT-31977,Receipt,06/01/2026,C-0185,Gristmill Supper Club,CHECK,1464,USD,"2,857.85",1.0000,"2,857.85",INV-10674,"2,857.85",0.00
PMT-31978,Receipt,06/01/2026,C-0190,Magpie Tavern,CHECK,7160,USD,"1,257.86",1.0000,"1,257.86",INV-10645,"1,257.86",0.00
PMT-31979,Receipt,06/01/2026,C-0191,Riverstone Smokehouse,CHECK,3247,USD,"1,061.20",1.0000,"1,061.20",INV-10662,"1,061.20",0.00
PMT-31980,Receipt,06/01/2026,C-0198,GREEN VALLEY COOP #2,CHECK,2567,USD,"11,669.94",1.0000,"11,669.94",INV-10626,"11,669.94",0.00
PMT-31981,Receipt,06/01/2026,C-0276,Mossy Rock Taproom,ACH,936561580634704,USD,"3,303.68",1.0000,"3,303.68",INV-10656,"3,303.68",0.00
PMT-31982,Receipt,06/01/2026,C-0296,Bluebird Smokehouse,CHECK,8095,USD,886.82,1.0000,886.82,INV-10664,886.82,0.00
PMT-31983,Receipt,06/01/2026,C-0306,Tillamook Road Grocery,CHECK,3219,USD,"23,763.98",1.0000,"23,763.98",INV-10622,"23,763.98",0.00
PMT-31984,Receipt,06/02/2026,C-0033,Treasure Valley Market,CHECK,5499,USD,"18,129.90",1.0000,"18,129.90",INV-10610,"18,129.90",0.00
PMT-31985,Receipt,06/02/2026,C-0122,Owyhee Mercantile,ACH,893532723511260,USD,"11,841.17",1.0000,"11,841.17",INV-10601,"11,841.17",0.00
PMT-31986,Receipt,06/02/2026,C-0155,Lodestar Cafe,CHECK,9983,USD,"1,380.29",1.0000,"1,380.29",INV-10694,"1,380.29",0.00
PMT-31987,Receipt,06/02/2026,C-0193,Quinault Country Store,CHECK,8936,USD,"27,288.71",1.0000,"27,288.71",INV-10624,"27,288.71",0.00
PMT-31988,Receipt,06/02/2026,C-0355,Jackdaw Kitchen,ACH,886295266914985,USD,"1,845.46",1.0000,"1,845.46",INV-10717,"1,845.46",0.00
PMT-31989,Receipt,06/02/2026,C-0397,Fable Kitchen,ACH,479492796979917,USD,"1,097.79",1.0000,"1,097.79",INV-10639,"1,097.79",0.00
PMT-31990,Receipt,06/02/2026,C-0427,Deschutes Food Hall,ACH,275186016123617,USD,"20,961.68",1.0000,"20,961.68",INV-10606,"20,961.68",0.00
PMT-31991,Receipt,06/03/2026,C-0012,Olallie Market,CHECK,7129,USD,"22,530.25",1.0000,"22,530.25",INV-10625,"22,530.25",0.00
PMT-31992,Receipt,06/03/2026,C-0106,Fiddlehead Taproom,ACH,843356286576823,USD,"1,054.79",1.0000,"1,054.79",INV-10673,"1,054.79",0.00
PMT-31993,Receipt,06/03/2026,C-0113,Willet Cafe,CHECK,5961,USD,"4,358.78",1.0000,"4,358.78",INV-10655,"3,574.61",0.00
PMT-31993,Receipt,06/03/2026,C-0113,Willet Cafe,CHECK,5961,USD,"4,358.78",1.0000,"4,358.78",INV-10693,784.17,
PMT-31994,Receipt,06/03/2026,C-0357,Mountain Grocers LLC,ACH,986627336012850,USD,"20,934.01",1.0000,"20,934.01",INV-10595,"20,934.01",0.00
PMT-31995,Receipt,06/03/2026,C-0414,Belmont Natural Foods,ACH,319170172645913,USD,"24,333.93",1.0000,"24,333.93",INV-10614,"24,333.93",0.00
PMT-31996,Receipt,06/03/2026,C-0420,Nehalem Bay Grocers,CHECK,8739,USD,"27,416.86",1.0000,"27,416.86",INV-10605,"27,416.86",0.00
PMT-31997,Receipt,06/04/2026,C-0096,Pioneer Square Provisions,ACH,222394788100580,USD,"12,457.16",1.0000,"12,457.16",INV-10619,"12,457.16",0.00
PMT-31998,Receipt,06/04/2026,C-0107,Green Valley Co-op,CHECK,5846,USD,"21,254.91",1.0000,"21,254.91",INV-10567,"21,254.91",0.00
PMT-31999,Receipt,06/04/2026,C-0143,Gorge Valley Co-op,ACH,958316420574349,USD,"28,781.20",1.0000,"28,781.20",INV-10636,"28,781.20",0.00
PMT-32000,Receipt,06/04/2026,C-0186,Hawthorne Fresh Market,ACH,502925534188432,USD,"16,630.88",1.0000,"16,630.88",INV-10579,"16,630.88",0.00
PMT-32001,Receipt,06/05/2026,C-0142,Sextant Bakery,ACH,599386902722139,USD,"2,679.89",1.0000,"2,679.89",INV-10699,"2,679.89",0.00
PMT-32002,Receipt,06/05/2026,C-0147,Vashon Island Market,ACH,150179851967037,USD,"25,624.04",1.0000,"25,624.04",INV-10590,"25,624.04",0.00
PMT-32003,Receipt,06/05/2026,C-0239,Larkspur Noodle House,CHECK,5402,USD,"3,734.50",1.0000,"3,734.50",INV-10708,"3,734.50",0.00
PMT-32004,Receipt,06/08/2026,C-0008,Alder Cantina,CHECK,1563,USD,"1,543.66",1.0000,"1,543.66",INV-10719,"1,543.66",0.00
PMT-32005,Receipt,06/08/2026,C-0027,Cascade Harvest Grocers,CHECK,5672,USD,"16,976.57",1.0000,"16,976.57",INV-10642,"16,976.57",0.00
PMT-32006,Receipt,06/08/2026,C-0090,Zigzag Mountain Grocery,CHECK,7252,USD,"20,321.06",1.0000,"20,321.06",INV-10623,"20,321.06",0.00
PMT-32007,Receipt,06/08/2026,C-0100,Copperleaf Brasserie,ACH,079400333238850,USD,"1,313.11",1.0000,"1,313.11",INV-10652,"1,313.11",0.00
PMT-32008,Receipt,06/08/2026,C-0107,Green Valley Co-op,CHECK,6203,USD,"12,709.79",1.0000,"12,709.79",INV-10654,"12,709.79",0.00
PMT-32009,Receipt,06/08/2026,C-0133,Sawtooth Natural Foods,ACH,596568511171236,USD,"27,667.04",1.0000,"27,667.04",INV-10613,"27,667.04",0.00
PMT-32010,Receipt,06/08/2026,C-0172,Driftless Tavern,ACH,535562052369899,USD,"1,605.23",1.0000,"1,605.23",INV-10686,"1,605.23",0.00
PMT-32011,Receipt,06/08/2026,C-0273,Coldwater Creek Market,CHECK,5268,USD,"16,103.12",1.0000,"16,103.12",INV-10634,"16,103.12",0.00
PMT-32012,Receipt,06/08/2026,C-0301,Alpenkost GmbH,WIRE,FT4360661155,EUR,"11,797.50",1.1124,"13,123.54",INV-10059,"11,797.50",0.00
PMT-32013,Receipt,06/08/2026,C-0323,Waxwing Eatery,CHECK,8983,USD,"1,959.05",1.0000,"1,959.05",INV-10742,"1,959.05",0.00
PMT-32014,Receipt,06/08/2026,C-0331,Ironwood Grocery,ACH,897084224542717,USD,"27,862.97",1.0000,"27,862.97",INV-10648,"27,862.97",0.00
PMT-32015,Receipt,06/08/2026,C-0335,Mountain Grocers Inc.,CHECK,1079,USD,"28,699.93",1.0000,"28,699.93",INV-10607,"28,699.93",0.00
PMT-32016,Receipt,06/08/2026,C-0389,Umpqua Valley Foods,ACH,608086000267861,USD,"23,618.51",1.0000,"23,618.51",INV-10584,"23,618.51",0.00
PMT-32017,Receipt,06/08/2026,C-0389,Umpqua Valley Foods,ACH,695709345388236,USD,"21,442.19",1.0000,"21,442.19",INV-10665,"21,442.19",0.00
PMT-32018,Receipt,06/08/2026,C-0396,Driftwood Pantry,ACH,806429631392395,USD,"24,075.51",1.0000,"24,075.51",INV-10592,"24,075.51",0.00
PMT-32019,Receipt,06/08/2026,C-0399,Larch Mountain Mercantile,CHECK,7641,USD,"28,289.15",1.0000,"28,289.15",INV-10585,"28,289.15",0.00
PMT-32020,Receipt,06/08/2026,C-0415,Kestrel Market Hall,ACH,500586165043573,USD,"16,885.78",1.0000,"16,885.78",INV-10599,"16,885.78",0.00
PMT-32021,Receipt,06/09/2026,C-0045,Bridgetown Pantry,CHECK,9871,USD,"26,118.37",1.0000,"26,118.37",INV-10660,"26,118.37",0.00
PMT-32022,Receipt,06/09/2026,C-0069,Riverbend Natural Grocers,ACH,471798352467333,USD,"21,244.66",1.0000,"21,244.66",INV-10640,"21,244.66",0.00
PMT-32023,Receipt,06/09/2026,C-0087,Inkwell Supper Club,CHECK,3123,USD,"2,465.06",1.0000,"2,465.06",INV-10692,"2,465.06",0.00
PMT-32024,Receipt,06/09/2026,C-0183,Madrona Food Co-op,ACH,314671345784324,USD,"23,497.02",1.0000,"23,497.02",INV-10637,"23,497.02",0.00
PMT-32025,Receipt,06/09/2026,C-0200,Ember Lane Grocers,CHECK,3261,USD,"18,329.69",1.0000,"18,329.69",INV-10669,"18,329.69",0.00
PMT-32026,Receipt,06/09/2026,C-0328,Drumlin Bakery,CHECK,7950,USD,"2,897.47",1.0000,"2,897.47",INV-10690,"2,897.47",0.00
PMT-32027,Receipt,06/09/2026,C-0379,Filbert & Oak Market,ACH,873114898949991,USD,"15,064.82",1.0000,"15,064.82",INV-10615,"15,064.82",0.00
PMT-32028,Receipt,06/10/2026,C-0301,Alpenkost GmbH,WIRE,FT9724694457,USD,"12,454.40",1.0000,"12,454.40",INV-10689,"11,200.00","1,254.40"
PMT-32029,Receipt,06/11/2026,C-0191,Riverstone Smokehouse,CHECK,9129,USD,"1,904.20",1.0000,"1,904.20",INV-10736,"1,904.20",0.00
PMT-32030,Receipt,06/11/2026,C-0348,Foxglove Market,ACH,978061774077151,USD,"15,132.48",1.0000,"15,132.48",INV-10600,"15,132.48",0.00
PMT-32031,Receipt,06/11/2026,C-0366,Kettle Bistro,ACH,893327893928772,USD,"2,256.57",1.0000,"2,256.57",INV-10724,"2,256.57",0.00
PMT-32032,Receipt,06/12/2026,C-0105,Whidbey Harvest Co-op,ACH,719385220664290,USD,"20,659.14",1.0000,"20,659.14",INV-10629,"20,659.14",0.00
PMT-32033,Receipt,06/12/2026,C-0217,Paddle Eatery,CHECK,5371,USD,"3,350.58",1.0000,"3,350.58",INV-10728,"3,350.58",0.00
PMT-32034,Receipt,06/12/2026,C-0233,Rose City Market Hall,ACH,632884063354200,USD,"13,435.52",1.0000,"13,435.52",INV-10666,"13,435.52",0.00
PMT-32035,Receipt,06/12/2026,C-0282,Yarrow Deli,CHECK,2486,USD,"2,839.66",1.0000,"2,839.66",INV-10713,"2,839.66",0.00
PMT-32036,Receipt,06/12/2026,C-0396,Driftwood Pantry,ACH,961880979789823,USD,"17,186.20",1.0000,"17,186.20",INV-10641,"17,186.20",0.00
PMT-32037,Receipt,06/15/2026,C-0046,Yakima Orchard Market,ACH,601936035631394,USD,"26,561.22",1.0000,"26,561.22",INV-10697,"26,561.22",0.00
PMT-32038,Receipt,06/15/2026,C-0122,Owyhee Mercantile,ACH,486642916322718,USD,"12,643.50",1.0000,"12,643.50",INV-10659,"12,643.50",0.00
PMT-32039,Receipt,06/15/2026,C-0143,Gorge Valley Co-op,ACH,669714658787526,USD,"18,162.80",1.0000,"18,162.80",INV-10682,"18,162.80",0.00
PMT-32040,Receipt,06/15/2026,C-0163,Elk Rock Provisions,ACH,991028034199431,USD,"22,610.78",1.0000,"22,610.78",INV-10700,"22,610.78",0.00
PMT-32041,Receipt,06/15/2026,C-0193,Quinault Country Store,CHECK,2384,USD,"20,558.54",1.0000,"20,558.54",INV-10685,"20,558.54",0.00
PMT-32042,Receipt,06/15/2026,C-0325,Cobalt Cafe,CHECK,8044,USD,"1,250.06",1.0000,"1,250.06",INV-10764,"1,250.06",0.00
PMT-32043,Receipt,06/15/2026,C-0330,Alder Street Market,ACH,666170980001820,USD,"24,653.89",1.0000,"24,653.89",INV-10617,"24,653.89",0.00
PMT-32044,Receipt,06/15/2026,C-0369,Eddy Pizzeria,CHECK,9632,USD,"1,980.94",1.0000,"1,980.94",INV-10751,"1,980.94",0.00
PMT-32045,Receipt,06/15/2026,C-0371,Marrow Brasserie,ACH,875432325040984,USD,"3,740.30",1.0000,"3,740.30",INV-10755,"3,740.30",0.00
PMT-32046,Receipt,06/15/2026,C-0399,Larch Mountain Mercantile,CHECK,7222,USD,"20,252.27",1.0000,"20,252.27",INV-10683,"20,252.27",0.00
PMT-32047,Receipt,06/15/2026,C-0400,Salmonberry Market,CHECK,2687,USD,"28,174.62",1.0000,"28,174.62",INV-10633,"28,174.62",0.00
PMT-32048,Receipt,06/15/2026,C-0420,Nehalem Bay Grocers,CHECK,1719,USD,"22,305.54",1.0000,"22,305.54",INV-10684,"22,305.54",0.00
PMT-32049,Receipt,06/15/2026,C-0427,Deschutes Food Hall,ACH,912401143339670,USD,"21,125.60",1.0000,"21,125.60",INV-10668,"21,125.60",0.00
PMT-32050,Receipt,06/16/2026,C-0012,Olallie Market,CHECK,6314,USD,"19,959.39",1.0000,"19,959.39",INV-10679,"19,959.39",0.00
PMT-32051,Receipt,06/16/2026,C-0082,Chanterelle Supper Club,CHECK,8462,USD,"1,210.27",1.0000,"1,210.27",INV-10762,"1,210.27",0.00
PMT-32052,Receipt,06/16/2026,C-0340,Eastside Cafe,CHECK,2353,USD,"4,058.81",1.0000,"4,058.81",INV-10734,"4,058.81",0.00
PMT-32053,Receipt,06/16/2026,C-0353,Uproot Cafe,ACH,050937674348507,USD,"1,252.80",1.0000,"1,252.80",INV-10735,"1,252.80",0.00
PMT-32054,Receipt,06/17/2026,C-0083,Acorn Supper Club,CHECK,4630,USD,"1,531.54",1.0000,"1,531.54",INV-10777,"1,531.54",0.00
PMT-32055,Receipt,06/17/2026,C-0147,Vashon Island Market,ACH,403708393381563,USD,"11,293.13",1.0000,"11,293.13",INV-10630,"11,293.13",0.00
PMT-32056,Receipt,06/17/2026,C-0158,Umber Grill,CHECK,3403,USD,"2,123.77",1.0000,"2,123.77",INV-10715,"2,123.77",0.00
PMT-32057,Receipt,06/17/2026,C-0379,Filbert & Oak Market,ACH,527760294931148,USD,"28,835.76",1.0000,"28,835.76",INV-10650,"28,835.76",0.00
PMT-32058,Receipt,06/18/2026,C-0081,Fernwood Grill,CHECK,5062,USD,"1,493.36",1.0000,"1,493.36",INV-10720,"1,493.36",0.00
PMT-32059,Receipt,06/18/2026,C-0088,Palouse Provisions,CHECK,5086,USD,"19,811.31",1.0000,"19,811.31",INV-10672,"19,811.31",0.00
PMT-32060,Receipt,06/18/2026,C-0183,Madrona Food Co-op,ACH,433580481800399,USD,"14,671.41",1.0000,"14,671.41",INV-10707,"14,671.41",0.00
PMT-32061,Receipt,06/18/2026,C-0185,Gristmill Supper Club,CHECK,7238,USD,"2,919.02",1.0000,"2,919.02",INV-10750,"2,919.02",0.00
PMT-32062,Receipt,06/18/2026,C-0247,Wren Noodle House,ACH,058750593555291,USD,"2,313.25",1.0000,"2,313.25",INV-10721,"2,313.25",0.00
PMT-32063,Receipt,06/18/2026,C-0337,Saffron Taproom,CHECK,5122,USD,"2,297.20",1.0000,"2,297.20",INV-10723,"2,297.20",0.00
PMT-32064,Receipt,06/19/2026,C-0002,Flint Noodle House,ACH,100630370530751,USD,"1,224.29",1.0000,"1,224.29",INV-10778,"1,224.29",0.00
PMT-32065,Receipt,06/19/2026,C-0031,Oyster Taproom,CHECK,9661,USD,"2,691.10",1.0000,"2,691.10",INV-10732,"2,691.10",0.00
PMT-32066,Receipt,06/19/2026,C-0096,Pioneer Square Provisions,ACH,896055449522905,USD,"19,562.32",1.0000,"19,562.32",INV-10698,"19,562.32",0.00
PMT-32067,Receipt,06/19/2026,C-0171,Dune Cantina,ACH,250222721915085,USD,"1,300.26",1.0000,"1,300.26",INV-10746,"1,300.26",0.00
PMT-32068,Receipt,06/19/2026,C-0186,Hawthorne Fresh Market,ACH,604105328992396,USD,"15,803.46",1.0000,"15,803.46",INV-10649,"15,803.46",0.00
PMT-32069,Receipt,06/19/2026,C-0306,Tillamook Road Grocery,CHECK,632,USD,"27,723.37",1.0000,"27,723.37",INV-10678,"27,723.37",0.00
PMT-32070,Receipt,06/22/2026,C-0033,Treasure Valley Market,CHECK,6164,USD,"28,529.53",1.0000,"28,529.53",INV-10667,"28,529.53",0.00
PMT-32071,Receipt,06/22/2026,C-0075,Vesper Pizzeria,CHECK,9001,USD,"3,860.48",1.0000,"3,860.48",INV-10733,"3,860.48",0.00
PMT-32072,Receipt,06/22/2026,C-0090,Zigzag Mountain Grocery,CHECK,6282,USD,"23,793.90",1.0000,"23,793.90",INV-10670,"23,793.90",0.00
PMT-32073,Receipt,06/22/2026,C-0130,Cinder Kitchen,ACH,718730896990057,USD,"1,090.92",1.0000,"1,090.92",INV-10727,"1,090.92",0.00
PMT-32074,Receipt,06/22/2026,C-0133,Sawtooth Natural Foods,ACH,878147709841159,USD,"22,563.75",1.0000,"22,563.75",INV-10681,"22,563.75",0.00
PMT-32075,Receipt,06/22/2026,C-0335,Mountain Grocers Inc.,CHECK,3148,USD,"21,350.24",1.0000,"21,350.24",INV-10695,"21,350.24",0.00
PMT-32076,Receipt,06/22/2026,C-0357,Mountain Grocers LLC,ACH,539681074281854,USD,"27,683.39",1.0000,"27,683.39",INV-10651,"27,683.39",0.00
